id	filename	md5	size	state
c3678e31-1f74-43f6-8824-74a54e4db189	c3678e31-1f74-43f6-8824-74a54e4db189.vep.reheader.vcf.gz	710ffd6d36db3e3595239c2ab16c6989	9553321	live
cae5576b-91bc-41b2-930e-b7e5fa6bcf72	nationwidechildrens.org_biospecimen.TCGA-B6-A0RU.xml	26192cb9253942111d086db405bc84e8	87816	live
80328a3e-bdfd-4cc2-9cd6-2de4861848f9	STOPE_p_TCGAb3_58_59_60_61_62_N_GenomeWideSNP_6_D12_1388140.nocnv_grch38.seg.txt	e16b610a5594018e717810abf5dae65f	7008	live
d825726d-4f53-4f8c-bad3-28920abc4618	SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_G06_730916.nocnv_grch38.seg.txt	c95257c41e67c813f575e914be3c39ed	49993	live
7df70bed-8c7a-4174-aaf3-14b7f329e93e	7df70bed-8c7a-4174-aaf3-14b7f329e93e.vcf	34401a3c8e016856813f7a3fc2c9632c	177147	live
a7b9df41-37f7-4f9b-ad86-2d60224ada26	a7b9df41-37f7-4f9b-ad86-2d60224ada26.vep.reheader.vcf.gz	cfe98267e3b1153b395695ec46892f17	1303662	live
dc866797-f089-418b-900c-950178e6dff8	e17180f8-d562-485f-ae60-8ae37e898099.FPKM.txt.gz	069acb3d5555d2847c27da74210a1e6d	536677	live
f7012262-8f63-4629-8a7f-4836cbdbfff3	nationwidechildrens.org_biospecimen.TCGA-BH-A0BQ.xml	3637267878b3c10b736424399b02a58e	99037	live
132f4cd4-3ae8-4f6f-8800-14ca7626d42a	nationwidechildrens.org_clinical.TCGA-AC-A23E.xml	829f9694f90eb64c9982034a9ddbb392	61134	live
e21a731d-d876-40fd-bfc7-6f28ae4ec9fc	mirnas.quantification.txt	fe0a604dc6b80e8b12ee645b89cbbd59	50388	live
a31477e2-b3cf-46d5-89b1-f91a279a4268	GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_D01_735272.grch38.seg.txt	ddab84ae68fcec012961d3744c76bb67	27270	live
14336371-3ea4-429b-822d-3158ee0c722d	14336371-3ea4-429b-822d-3158ee0c722d.vcf.gz	2d034f195a6d1764aa6c8c8d9cf938db	1720145	live
d170074e-1729-48b4-9cae-79802a6fb957	nationwidechildrens.org_clinical.TCGA-EW-A6SD.xml	5e805b8718b6fbb2e877751b004f860f	56737	live
a51ca4a1-e2be-44dd-88a9-f1bff8a3e592	a51ca4a1-e2be-44dd-88a9-f1bff8a3e592.vep.reheader.vcf.gz	167f277f4cdef0e8356775d3ac5dbdb9	452172	live
a9ad3dda-b7a5-4426-9aed-ccaeb79492c0	a9ad3dda-b7a5-4426-9aed-ccaeb79492c0.vcf	a2806591093fc0c2d8836429967186c5	176951	live
92c35ae9-ee7e-49cb-9575-7a7aa11873c2	92c35ae9-ee7e-49cb-9575-7a7aa11873c2.vep.reheader.vcf.gz	6778409a63a3842776db8f905483780b	355677	live
83e3a207-a206-4eb3-aab7-a55978c98c9e	83e3a207-a206-4eb3-aab7-a55978c98c9e.vep.reheader.vcf.gz	519f136e0114aff73c6bb422921f7294	586621	live
780482de-a179-4f19-bcf1-3f53a87962c0	780482de-a179-4f19-bcf1-3f53a87962c0.vep.reheader.vcf.gz	f58cf69718807961c52e718fda3579e1	91520	live
2e96d565-9945-4852-884d-d8f1b37562ad	nationwidechildrens.org_clinical.TCGA-A2-A4S2.xml	37f231a22998279ed8283106f0b2d0b1	98199	live
4c392db1-0a4b-4776-b38a-9a836c448138	EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_D03_802396.grch38.seg.txt	20835bd864a97aaf353f0891da62d010	73114	live
fab5aa2c-7bd8-42b8-a7b6-86372f6acf83	3dfc9814-c6f5-4bbf-99ae-3890912c39d8.htseq.counts.gz	83b0769a373817cbbeef3c2daa37fa93	253861	live
f2d03b46-d30f-432f-ae18-e1cbb58fee9f	SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_E05_698056.nocnv_grch38.seg.txt	186359cd9d147e7e29c1d664ed67a1d0	7875	live
b6fbe5f4-ba8d-4a15-9b5e-1faa686c24bb	b6fbe5f4-ba8d-4a15-9b5e-1faa686c24bb.vcf.gz	6c33ee2511a5737491cc25734f0a31a7	363157	live
ff222605-b2d7-42f2-81a0-cb6806090ece	ff222605-b2d7-42f2-81a0-cb6806090ece.vcf	d110f162be5480953591d1110f6b0194	1412446	live
de56d435-6177-4f26-a871-3c1d05673e46	jhu-usc.edu_BRCA.HumanMethylation27.4.lvl-3.TCGA-E2-A14V-01A-11D-A12E-05.gdc_hg38.txt	e9646ffabd1f45f5f87bf70fc8b41c35	9950827	live
647772e9-fabf-457b-8fd5-2885db8e1e2d	DOUSE_p_TCGA_287_288_289_N_GenomeWideSNP_6_A02_1361108.nocnv_grch38.seg.txt	2f697925bb73d6b1da3734448aa95011	13036	live
9d8a4b04-90c8-4a6a-a695-d19cb0f797f6	nationwidechildrens.org_biospecimen.TCGA-E2-A15D.xml	80343c71647b60de105ee30cb43fd216	58914	live
6ddb4604-74b9-4b1b-9e4a-637424a9dfdc	6ddb4604-74b9-4b1b-9e4a-637424a9dfdc.vcf.gz	b84eba1c23b0f7b3a71c0f81e64ca911	2148247	live
541949fc-bde4-4d17-b2bf-d1f861c5bcf8	isoforms.quantification.txt	f6f0621d3a5609bffec43b27315cbb4f	347194	live
daf8344a-9262-4e56-b968-3c69066ea96b	daf8344a-9262-4e56-b968-3c69066ea96b.vcf	1a95112b164c1fd6a2ae664f147f042e	264390	live
6f80a66d-963a-43ab-8fd8-e6cc9bef3931	BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_B06_772144.nocnv_grch38.seg.txt	26c1a86ba4e3364d5dc486ec1f41c171	10222	live
73e9c401-c366-4f76-8d17-11b15eda282f	73e9c401-c366-4f76-8d17-11b15eda282f.vcf	44d6eaa26338383a0b4271b9a11ae589	431820	live
daadd883-cf81-4eae-9864-b72c56dddb23	ccdbc757-4bf2-4132-bc03-dced7d6c2c71.htseq.counts.gz	503b4fdad1e3b91176a660150657d13b	255106	live
229c04ce-8ea6-48f9-847b-ab20a1365ed7	CELLA_p_TCGA_177_179_Esph_SNP_N_GenomeWideSNP_6_A10_871076.grch38.seg.txt	bfbc01a8c72405dd9e6e0f698fed3273	40507	live
47637ff2-6d6d-4e56-848c-2593b86673fd	JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_D11_747890.grch38.seg.txt	fb3bd0a4c2df296df25c0f659fbbe50e	39502	live
7916cf6f-28bc-48d0-b256-240ed9172dcf	7916cf6f-28bc-48d0-b256-240ed9172dcf.snp.Somatic.hc.vcf.gz	50ef1b608284e6e7de843728958d764a	44357	live
08195ab9-e6f4-4751-9918-717fa40bcd7e	jhu-usc.edu_BRCA.HumanMethylation27.4.lvl-3.TCGA-E2-A14Y-11A-33D-A12E-05.gdc_hg38.txt	dddc98d38059b4e1e923f21b110769ce	9952867	live
5e64904f-ce26-4e64-ae26-57258c5b1b90	5e64904f-ce26-4e64-ae26-57258c5b1b90.vep.reheader.vcf.gz	b296f52288bb73e328d8289fa9991685	1333714	live
eec46400-a9a0-4607-9715-c7fc2e84abe8	74b61bc0-93ff-43aa-b495-467f54415731.htseq.counts.gz	31d765a4c77ddb75415a18750fcf44c5	258976	live
4f1c82e6-d92c-463f-b00e-f0353d2fc493	8fd4ceba-6ad2-4726-bf8b-f0316640305c.htseq.counts.gz	97be57e0509033659752afc2f5eb2343	259540	live
5b4b14bc-011c-4b18-8245-3bba2a44af52	JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_E12_747870.nocnv_grch38.seg.txt	14618b37caf4421cd7db6fd23c60a521	3774	live
bd9830b5-727f-4c2a-b31a-1ee6c0412bf4	ce137517-0320-46dd-b4e0-82c02773ba97.htseq.counts.gz	53ad7d8111431efb06d91180efb8569d	251807	live
6640dc42-96f2-4872-8ea9-46a2e078abaf	bdceb6c5-77d1-43e6-9046-1340502c2a60.FPKM.txt.gz	d812af00602845dcf00ce5af98f5cedb	521600	live
3802f6a5-fed6-42b3-837f-1fe262bc2f3f	COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_C08_667196.grch38.seg.txt	a632c5e203932f884bc45c8b9dfe7319	45098	live
2c68f14e-1840-4ecb-b855-011c69db5703	SHOUT_p_TCGAb_319_20_21_22_NSP_GenomeWideSNP_6_G11_1365122.nocnv_grch38.seg.txt	d4ee1c9b3713e01090cc6985d7fc0351	11313	live
b887bfdb-a6ed-4f03-862f-7cf13ca3c75e	isoforms.quantification.txt	f9cc374c3bb4036e0b735d6f4a68f5c8	326004	live
29b9dec2-6449-4dbe-a1d1-927b66667f72	3ab61b3d-13bd-4fca-ac15-f70acbce447c.FPKM-UQ.txt.gz	f2e7cef5c9cc316cd8c58588e177ebc8	519150	live
91b29daf-3c30-4a7f-8b35-a09622db9b7d	URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_E04_735076.nocnv_grch38.seg.txt	fe0d5ec029b5466026144f1795ff61e6	5009	live
01544bf5-8b61-4f59-a4f0-7e9b55c1873a	URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_H06_735056.nocnv_grch38.seg.txt	dc6bbb94979f59eb36bb9398cec0a271	23551	live
c9f9cf89-3b2d-4156-bf77-5f09f5439259	JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_A08_747928.nocnv_grch38.seg.txt	40def0354870b55309dfc382368c6cc2	31541	live
0677e914-59cc-4fda-af9a-5beb472d9194	JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_D11_747890.nocnv_grch38.seg.txt	e4fcdcaa53a4ce5e408c6fd937fae87c	5179	live
29a9f573-7cb6-4faf-a1d2-4b9eabadfa05	29a9f573-7cb6-4faf-a1d2-4b9eabadfa05.vcf.gz	8a4f0d61fcb1d2f94313007ad874c2dc	274328	live
d180cfba-5db7-4954-8103-2a3250c7ee07	d180cfba-5db7-4954-8103-2a3250c7ee07.snp.Somatic.hc.vcf.gz	0581b12d752a86cffb1dffa8b4aa07ff	24801	live
497539fb-c14f-4b14-b8e4-1f7dd14eab0c	isoforms.quantification.txt	ae56ba4da7282b4b055ceed47d064c31	362906	live
dc9c365d-229d-4350-a847-ba779321d3bb	dc9c365d-229d-4350-a847-ba779321d3bb.vep.reheader.vcf.gz	7c37ef0b4fdfe696ec5e137d6362cec0	81345	live
a787f56c-23c9-46d1-abe9-05d015f4e3bb	nationwidechildrens.org_biospecimen.TCGA-AR-A24V.xml	7ea1df255fcce02086bf0cee7734ffec	58925	live
d218d953-2880-4533-b09b-64e1820a2aed	555de98a-5925-41d0-8095-7ae42c480861.FPKM-UQ.txt.gz	afd0b917ba269e9770b9df5397ae205c	523042	live
a175ecad-de0d-48eb-b53a-1047c9a50c39	63a5626e-aca1-4920-b101-eb5a66373fc0.htseq.counts.gz	39af81c22614931c6168d37980dcb693	251369	live
c1c2c154-4d45-420d-9367-d0d9caeb60b3	mirnas.quantification.txt	94435d07a5eed3244e7ffb7d75f45847	50164	live
e3d6c39f-7f70-4394-84c4-c4ed4acc756f	jhu-usc.edu_BRCA.HumanMethylation27.4.lvl-3.TCGA-BH-A18J-01A-11D-A12E-05.gdc_hg38.txt	dbab2af738f3b599804fce0c36776062	9951005	live
38232c14-4096-430c-b41f-18b2ff20f6b0	6e1f1d9f-85b3-4ed0-87f0-94aa404e1ca6.FPKM-UQ.txt.gz	00bef0d4327bc4afdfe60e2bbfeca3b4	496884	live
dcf64daa-f56e-4f85-a6cd-431cbb16f7a9	HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_D09_628436.grch38.seg.txt	9e27a9417dac7f0dd775231f03af4bb4	34841	live
0f7f0f30-40d1-45b8-9d87-846d9f1a2a36	0f7f0f30-40d1-45b8-9d87-846d9f1a2a36.vep.reheader.vcf.gz	8f7a4e7cb96f36c45543538aae739beb	355503	live
80ce260f-753a-4915-bd7a-cad8f34ccc20	HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_D02_628476.grch38.seg.txt	9299f1fff2b43c72f6036ace46a31aaa	58558	live
6e01d919-3601-43c7-8d07-73b92430651f	6e01d919-3601-43c7-8d07-73b92430651f.vcf	12f2edd13938b79f8199232dbc1c36a0	209358	live
25428472-e78e-4b72-ae82-86b70bd005c4	BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_C12_772180.nocnv_grch38.seg.txt	a4af59a8c0697059269f2880c2817670	3518	live
89d4060a-4cb8-4422-95bc-417e3089b1cf	89d4060a-4cb8-4422-95bc-417e3089b1cf.vep.reheader.vcf.gz	209efb149df8c65b9c6a69e0a37df073	125579	live
46936b15-75eb-471a-b922-f26c0f5e8c4f	mirnas.quantification.txt	916163d9ef12b7443daaecfba3207a90	50348	live
328646cf-540a-4eac-9aa9-59913914aa49	328646cf-540a-4eac-9aa9-59913914aa49.vep.reheader.vcf.gz	3dc1902faecf25dbe81be730dc2ddbc7	3067581	live
054d5f76-4ab3-4eac-89a5-22442dddfde1	054d5f76-4ab3-4eac-89a5-22442dddfde1.snp.Somatic.hc.vcf.gz	2521123bbccf140190487f72fcd43dbf	30334	live
ed966bbf-9672-4b08-967a-1c664a264c53	isoforms.quantification.txt	333a6d30deb06aef029abbf1fe95bfb6	396715	live
c3cf6ddc-4130-4498-86de-b4c0cc7ed1fa	c3cf6ddc-4130-4498-86de-b4c0cc7ed1fa.vep.reheader.vcf.gz	e59bf5a7c3821e1541b3d64a9ded87ca	1429984	live
7b5fe072-b8c4-484e-9bff-8917ca90786c	7b5fe072-b8c4-484e-9bff-8917ca90786c.vcf.gz	ed6a666a432239feb7d74baeefef7944	159806	live
a99b3c72-2fb1-4fc4-a74a-ba78d5ecf951	isoforms.quantification.txt	004affcbcc10a1b158526a3dc9465d23	305381	live
91f1bc50-8faf-47c0-b3b8-32f837d1159c	91f1bc50-8faf-47c0-b3b8-32f837d1159c.vcf	15877eee28b4cb4e64100e558f56a8b6	232404	live
cf53250b-19e3-4fb8-a50b-b4c84a193862	cf53250b-19e3-4fb8-a50b-b4c84a193862.snp.Somatic.hc.vcf.gz	8aa6a45f44aa2f872b7eecc33ac47ad0	19844	live
1e3e14b5-deca-4322-ade2-2bb38e53ae05	USAGE_p_TCGA_132_133_136_SNP_N_GenomeWideSNP_6_B06_787606.grch38.seg.txt	17c57b54a4eb61619c3115f227dab40f	27400	live
504f955f-e406-49b4-9022-77bbcc4be203	isoforms.quantification.txt	0ebbe002f3a910efe4cbffb7fde7186e	315995	live
d4f345af-a35c-4bb4-931b-7035b4d9f180	d4f345af-a35c-4bb4-931b-7035b4d9f180.vep.reheader.vcf.gz	cf7aa27f6d385cb99aa4c26dd329d2cf	184990	live
8af51f36-af06-4e98-836d-1ccf9c772a5d	6a818968-d75b-44b5-8b1e-53ff8274ea92.FPKM-UQ.txt.gz	74eb1fe008e2b9e74950412c1792dd69	511901	live
3480dffe-571f-42ea-bd37-809b41e899c2	isoforms.quantification.txt	d1b16be807abd9c2b5ec849063bd6ac2	278274	live
11fce91a-c0fb-490b-9d68-60394712bcdb	f5a07ef3-d47e-4c6f-8ed4-13c0b03f7673.FPKM.txt.gz	42b61fac0c516a1772a98a836a4d9286	530172	live
8c88f974-48e1-443d-a997-827406758697	EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_A01_802484.grch38.seg.txt	e6293328bfffac9a78a5bd7361a30eee	87501	live
446d280c-d06c-4b9b-8a64-5ebcbe61d622	nationwidechildrens.org_clinical.TCGA-E2-A570.xml	c33b7efe04f9c07ce2e439742459c919	66876	live
b56431d8-9c51-40db-9869-c4d7f0f816cd	1349107b-b18e-406e-a07b-5662b8eaa2c5.htseq.counts.gz	d2d36520e165b7f111f7f64e6cb7335e	255076	live
6aae6d91-faa8-4860-85e1-36486917ba39	nationwidechildrens.org_biospecimen.TCGA-A7-A4SC.xml	ce1bb8ea2c9c1ff9d84e9c5985d2bc98	88220	live
00f04f32-fa92-49c8-a0a2-979ebe810a09	mirnas.quantification.txt	4c0a547a6e86ce4f4edbe8d54b69383e	50072	live
b87b1bb1-70bd-494e-829d-2735899e1810	SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_H06_730950.grch38.seg.txt	77c1888fd23954fb51446988337b59b1	29975	live
2d907aaa-9906-4167-8b65-be3c631078b9	nationwidechildrens.org_biospecimen.TCGA-E9-A1R6.xml	f580a7e24da688d9c376d0a603a0b195	58919	live
b275fbf3-e149-4c49-807d-f2d7d236ad87	fa43e80b-8b46-43d6-aaed-389cc4d535f6.FPKM-UQ.txt.gz	b255ac494c76ef697460c6b62b73c5b5	503913	live
497f5999-bf17-43f8-ae06-7959d88ded47	497f5999-bf17-43f8-ae06-7959d88ded47.vcf.gz	5f85ce97c67112f59421129e8b39ef60	139255	live
bf6d0aa2-70a0-454d-b74c-02b6ac0757cd	mirnas.quantification.txt	c1721d9f39315c9aa04744ea40fa0174	50183	live
d9f0728e-f4f1-4650-94aa-3baa0a026085	nationwidechildrens.org_biospecimen.TCGA-E2-A15H.xml	fe99360e9650bc5a5b2550caa7ed923c	66294	live
469a5899-b3a8-4b48-94e2-0d823d9681ba	1324ee08-213e-44c7-b28a-849d091ce308.FPKM.txt.gz	37dccd512aa7f7b63c05475d3bdb6cc2	511087	live
5e55ba74-cfca-4369-9603-f2a5298bc68f	HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_B02_741474.grch38.seg.txt	508c5a261036f4e90c7aba8c077853f7	32126	live
